,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE
22410,0,166500.0,523152.0,36540.0,463500.0,0.031329,-21316,-2613,-3712.0,-4873,25.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.7770821170080433,0.5336107958257783,0.5884877883422673,0.0577,0.0,0.9836,0.7756,0.0078,0.04,0.0345,0.3333,0.375,0.1064,0.0403,0.0415,0.0309,0.1014,0.0588,0.0,0.9836,0.7844,0.0079,0.0403,0.0345,0.3333,0.375,0.1088,0.0441,0.0433,0.0311,0.1074,0.0583,0.0,0.9836,0.7786,0.0078,0.04,0.0345,0.3333,0.375,0.1083,0.041,0.0423,0.0311,0.1036,0.0546,1.0,0.0,1.0,0.0,-704.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,2,4,0,1,6,4,5,1,0,5,0
22411,1,360000.0,1572750.0,50863.5,1350000.0,0.04622,-20211,-2943,-5363.0,-3185,9.0,1,1,0,1,0,0,2.0,1,1,16,0,1,1,0,0,0,0.5950099580062285,0.7244235081566205,0.4135967602644276,0.0552,0.0651,0.9752,0.6940000000000001,0.0298,0.0,0.1121,0.1354,0.1875,0.0404,0.0572,0.0476,0.0154,0.0268,0.0504,0.0675,0.9737,0.706,0.0301,0.0,0.1034,0.125,0.1667,0.0413,0.0624,0.0409,0.0156,0.0,0.05,0.0651,0.9747,0.6981,0.03,0.0,0.1034,0.125,0.1875,0.0411,0.0581,0.0411,0.0155,0.0055,0.0341,1.0,0.0,1.0,0.0,-2258.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,1,2,1,4,0,51,2,0,5,0
22427,2,202500.0,983160.0,62964.0,900000.0,0.072508,-12473,-1080,-6588.0,-4611,4.0,1,1,1,1,1,0,4.0,1,1,9,0,0,0,0,1,1,0.5489424586308798,0.6782154428277698,0.4329616670974407,0.0768,0.0649,0.9752,0.66,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0626,0.0451,0.0,0.0009,0.0725,0.063,0.9752,0.6733,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0634,0.0465,0.0,0.0,0.0775,0.0649,0.9752,0.6645,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0637,0.0459,0.0,0.0009,0.0547,7.0,1.0,6.0,0.0,-1868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,6,2,4,1,2,10,1,35,2,0,4,0
22434,1,139500.0,345510.0,16749.0,247500.0,0.011703,-11815,-1626,-6020.0,-871,16.0,1,1,0,1,1,1,3.0,2,2,11,0,0,0,0,0,0,0.3656530102952265,0.493545838348182,0.6817058776720116,0.1003,0.0983,0.9866,0.8164,0.0157,0.0,0.2586,0.1667,0.2083,0.0768,0.0811,0.0951,0.0029,0.0029,0.0903,0.0716,0.9841,0.7909,0.0127,0.0,0.2069,0.1667,0.2083,0.0509,0.0771,0.0785,0.0,0.0,0.0973,0.095,0.9856,0.8054,0.015,0.0,0.2414,0.1667,0.2083,0.0633,0.0795,0.0933,0.0019,0.0,0.0687,3.0,0.0,3.0,0.0,-1047.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,6,0,1,1,1,0,0,5,3,0,5,0
22468,2,180000.0,675000.0,37822.5,675000.0,0.009549,-11381,-976,-2407.0,-2507,12.0,1,1,0,1,1,0,4.0,2,2,22,0,0,0,0,0,0,0.4675544314895274,0.5439025097844155,0.7380196196295241,0.2603,0.1809,0.9856,0.8028,0.0468,0.28,0.2414,0.3333,0.375,0.1057,0.2042,0.2609,0.0367,0.0147,0.1197,0.0834,0.9861,0.8171,0.0204,0.1208,0.1034,0.3333,0.375,0.0638,0.0992,0.1191,0.0233,0.0083,0.1967,0.1329,0.9861,0.8121,0.034,0.22,0.1897,0.3333,0.375,0.0916,0.1539,0.1976,0.0349,0.012,0.2314,0.0,0.0,0.0,0.0,-1474.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,6,2,1,1,1,8,0,5,3,0,4,0
22486,3,157500.0,149256.0,15669.0,135000.0,0.031329,-11667,-2732,-2483.0,-4170,14.0,1,1,1,1,0,0,5.0,2,2,9,0,0,0,0,0,0,0.2395248310569268,0.2858978721410488,0.4170996682522097,0.0464,0.0452,0.9762,0.6736,0.008,0.0,0.1034,0.1667,0.2083,0.0409,0.0378,0.0386,0.0,0.0,0.0473,0.0469,0.9762,0.6864,0.0081,0.0,0.1034,0.1667,0.2083,0.0418,0.0413,0.0402,0.0,0.0,0.0468,0.0452,0.9762,0.6779999999999999,0.0081,0.0,0.1034,0.1667,0.2083,0.0416,0.0385,0.0393,0.0,0.0,0.0348,0.0,0.0,0.0,0.0,-629.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,0,4,1,1,4,1,5,2,0,4,0
22551,0,315000.0,1416825.0,97308.0,1350000.0,0.04622,-16476,-2290,-1509.0,-12,1.0,1,1,0,1,0,1,1.0,1,1,17,0,1,1,0,0,0,0.7456727346214825,0.6741599790971785,0.6380435278721609,0.301,0.1303,0.996,0.9456,0.2225,0.4,0.1724,0.6667,0.5833,0.0,0.2404,0.3174,0.0232,0.0405,0.3067,0.1352,0.996,0.9477,0.2246,0.4028,0.1724,0.6667,0.5833,0.0,0.2626,0.3307,0.0233,0.0428,0.3039,0.1303,0.996,0.9463,0.2239,0.4,0.1724,0.6667,0.5833,0.0,0.2446,0.3232,0.0233,0.0413,0.3801,0.0,0.0,0.0,0.0,-873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,2,1,14,1,5,2,0,5,0
22599,1,202500.0,270000.0,13914.0,270000.0,0.026392,-11933,-1392,-1091.0,-4388,8.0,1,1,0,1,0,1,3.0,2,2,13,0,0,0,0,0,0,0.2346341547174507,0.4642602402153561,0.6956219298394389,0.1485,0.0777,0.9801,0.728,0.0438,0.16,0.1379,0.3333,0.375,0.1984,0.1194,0.1412,0.0077,0.0075,0.1513,0.0806,0.9801,0.7387,0.0442,0.1611,0.1379,0.3333,0.375,0.2029,0.1304,0.1471,0.0078,0.0079,0.1499,0.0777,0.9801,0.7316,0.044,0.16,0.1379,0.3333,0.375,0.2018,0.1214,0.1437,0.0078,0.0076,0.1269,0.0,0.0,0.0,0.0,-348.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,2,4,1,1,8,6,22,2,0,4,0
22625,2,112500.0,172021.5,19584.0,148500.0,0.010643,-14791,-1494,-4419.0,-5194,8.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,0,1,1,0.1440630253220937,0.6657274889293708,0.4794489811780563,0.1485,0.1,0.9821,0.7552,0.0217,0.16,0.1379,0.3333,0.375,0.0861,0.1202,0.1386,0.0039,0.0036,0.1513,0.1037,0.9821,0.7648,0.0219,0.1611,0.1379,0.3333,0.375,0.0881,0.1313,0.1444,0.0039,0.0039,0.1499,0.1,0.9821,0.7585,0.0218,0.16,0.1379,0.3333,0.375,0.0876,0.1223,0.1411,0.0039,0.0037,0.1216,0.0,0.0,0.0,0.0,-1917.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,2,1,1,1,8,1,5,2,0,4,0
22626,0,121500.0,360000.0,28570.5,360000.0,0.026392,-10325,-1881,-6801.0,-2910,8.0,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.5778267082761454,0.6072228633067226,0.7713615919194317,0.0577,0.0784,0.9906,0.8708,0.0,0.08,0.1379,0.25,0.2083,0.0942,0.0471,0.0997,0.0,0.0,0.0588,0.0814,0.9906,0.8759,0.0,0.0806,0.1379,0.25,0.2083,0.0964,0.0514,0.1039,0.0,0.0,0.0583,0.0784,0.9906,0.8725,0.0,0.08,0.1379,0.25,0.2083,0.0959,0.0479,0.1015,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,6,2,4,3,1,8,5,30,2,0,4,0
22711,2,270000.0,267102.0,27499.5,247500.0,0.011703,-12507,-643,-10875.0,-4001,8.0,1,1,0,1,0,0,4.0,2,2,13,0,1,1,0,0,0,0.395527703836476,0.3021724388267986,0.5028782772082183,0.099,0.0,0.9846,0.7892,0.017,0.0,0.2759,0.1667,0.2083,0.1353,0.0799,0.0993,0.0039,0.064,0.1008,0.0,0.9846,0.7975,0.0171,0.0,0.2759,0.1667,0.2083,0.1384,0.0872,0.1034,0.0039,0.0678,0.0999,0.0,0.9846,0.792,0.0171,0.0,0.2759,0.1667,0.2083,0.1377,0.0812,0.101,0.0039,0.0653,0.1013,0.0,0.0,0.0,0.0,-1281.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0,1,0,1,0,0,4,0,1,8,2,6,2,0,5,0
22743,1,450000.0,1800000.0,55872.0,1800000.0,0.072508,-10560,-3074,-41.0,-3085,5.0,1,1,0,1,1,1,3.0,1,1,17,0,0,0,0,0,0,0.3482107432160896,0.4491665162207798,0.4206109640437848,0.0722,0.0064,0.9727,0.626,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0588,0.0722,0.0,0.0031,0.0735,0.0067,0.9727,0.6406,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0643,0.0752,0.0,0.0033,0.0729,0.0064,0.9727,0.631,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0599,0.0735,0.0,0.0032,0.0574,1.0,0.0,1.0,0.0,-904.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,1,4,1,1,3,5,31,2,0,4,0
22795,0,270000.0,509400.0,40374.0,450000.0,0.025164,-18034,-455,-43.0,-1573,8.0,1,1,0,1,0,1,2.0,2,2,8,0,0,0,0,0,0,0.3150794666429569,0.5315530872448246,0.2807895743848605,0.0722,0.0491,0.9781,0.7008,0.0,0.0,0.1379,0.1667,0.0417,0.0,0.0588,0.0607,0.0,0.0294,0.0735,0.0509,0.9782,0.7125,0.0,0.0,0.1379,0.1667,0.0417,0.0,0.0643,0.0633,0.0,0.0311,0.0729,0.0491,0.9781,0.7048,0.0,0.0,0.1379,0.1667,0.0417,0.0,0.0599,0.0618,0.0,0.03,0.0542,0.0,0.0,0.0,0.0,-11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,0,4,1,1,10,5,38,2,0,0,0
22812,1,112500.0,1800000.0,74286.0,1800000.0,0.031329,-14733,-3898,-3184.0,-2862,18.0,1,1,0,1,1,0,3.0,2,2,17,0,0,0,0,0,0,0.2710053465152941,0.560824513724556,0.3622772470384314,0.3031,0.0914,0.9841,0.7824,0.0585,0.32,0.2759,0.3333,0.375,0.143,0.2463,0.2983,0.0039,0.0015,0.3088,0.0948,0.9841,0.7909,0.059,0.3222,0.2759,0.3333,0.375,0.1463,0.2691,0.3108,0.0039,0.0016,0.306,0.0914,0.9841,0.7853,0.0589,0.32,0.2759,0.3333,0.375,0.1455,0.2505,0.3037,0.0039,0.0015,0.267,0.0,0.0,0.0,0.0,-2773.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,2,4,1,1,6,4,10,2,0,4,0
22829,1,315000.0,998010.0,69588.0,900000.0,0.072508,-17896,-1010,-9795.0,-379,8.0,1,1,0,1,1,1,3.0,1,1,10,0,0,0,0,0,0,0.8212313158395933,0.7556398060788251,0.4650692149562261,0.4897,0.2045,0.9861,0.8096,0.3403,0.56,0.2414,0.6667,0.7083,0.0,0.3993,0.3636,0.0,0.006,0.4989,0.2123,0.9861,0.8171,0.3434,0.5639,0.2414,0.6667,0.7083,0.0,0.4362,0.3789,0.0,0.0064,0.4944,0.2045,0.9861,0.8121,0.3425,0.56,0.2414,0.6667,0.7083,0.0,0.4062,0.3702,0.0,0.0062,0.4734,1.0,1.0,1.0,0.0,-2484.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,0,3,1,1,0,0,6,2,0,4,0
22848,0,180000.0,149256.0,14760.0,135000.0,0.0116569999999999,-21724,-394,-10744.0,-5102,5.0,1,1,1,1,0,0,2.0,1,1,9,0,1,1,0,1,1,0.9209514235785492,0.7878215269197345,0.1221797440301585,0.1794,0.141,0.9846,0.7892,0.0381,0.2,0.1724,0.3333,0.375,0.0245,0.1463,0.2007,0.0,0.004,0.1828,0.1463,0.9846,0.7975,0.0385,0.2014,0.1724,0.3333,0.375,0.025,0.1598,0.2091,0.0,0.0042,0.1811,0.141,0.9846,0.792,0.0384,0.2,0.1724,0.3333,0.375,0.0249,0.1488,0.2043,0.0,0.0041,0.2038,1.0,1.0,1.0,0.0,-3202.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,2,1,1,1,8,5,5,2,0,4,0
22881,1,180000.0,1094373.0,35302.5,913500.0,0.025164,-12780,-664,-815.0,-3546,1.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.2722960739820831,0.4825968540230419,0.05384435347241,0.0186,0.0253,0.9712,0.6056,0.005,0.0,0.069,0.0833,0.125,0.0148,0.0151,0.0241,0.0,0.0,0.0189,0.0263,0.9712,0.621,0.0051,0.0,0.069,0.0833,0.125,0.0151,0.0165,0.0251,0.0,0.0,0.0187,0.0253,0.9712,0.6109,0.005,0.0,0.069,0.0833,0.125,0.015,0.0154,0.0245,0.0,0.0,0.0217,3.0,0.0,3.0,0.0,-202.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,1,6,1,1,4,1,11,6,27,2,0,5,0
22924,0,180000.0,786528.0,44046.0,720000.0,0.072508,-16913,-10166,-1733.0,-452,8.0,1,1,0,1,1,0,2.0,1,1,14,0,0,0,0,0,0,0.6852095625911289,0.6474476579512872,0.8193176922872417,0.3670000000000001,0.2337,0.9821,0.7552,0.0,0.4,0.3448,0.3333,0.375,0.0,0.0,0.3431,0.0,0.0,0.3739,0.2426,0.9821,0.7648,0.0,0.4028,0.3448,0.3333,0.375,0.0,0.0,0.3575,0.0,0.0,0.3706,0.2337,0.9821,0.7585,0.0,0.4,0.3448,0.3333,0.375,0.0,0.0,0.3493,0.0,0.0,0.2699,0.0,0.0,0.0,0.0,-275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,2,4,1,2,8,1,13,2,0,4,0
22929,0,67500.0,239850.0,27126.0,225000.0,0.020713,-10128,-179,-4874.0,-856,15.0,1,1,1,1,1,0,2.0,3,2,14,0,0,0,0,0,0,0.1689173750438526,0.2850236353479201,0.2327247762679433,0.1041,0.0791,0.9886,0.8436,0.0205,0.12,0.1034,0.375,0.4167,0.0,0.0832,0.1295,0.0077,0.006,0.1061,0.0821,0.9886,0.8497,0.0206,0.1208,0.1034,0.375,0.4167,0.0,0.0909,0.135,0.0078,0.0064,0.1051,0.0791,0.9886,0.8457,0.0206,0.12,0.1034,0.375,0.4167,0.0,0.0847,0.1319,0.0078,0.0062,0.1144,0.0,0.0,0.0,0.0,-2133.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,5,2,4,1,3,0,0,5,3,0,4,0
22946,0,225000.0,1470330.0,60808.5,1372500.0,0.01885,-20529,-1330,-9552.0,-4081,9.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.6851161287656471,0.7883656645093321,0.6380435278721609,0.0619,0.0622,0.9841,0.7824,0.0292,0.0,0.1379,0.1667,0.2083,0.0133,0.0504,0.054,0.0,0.0,0.063,0.0646,0.9841,0.7909,0.0295,0.0,0.1379,0.1667,0.2083,0.0136,0.0551,0.0562,0.0,0.0,0.0625,0.0622,0.9841,0.7853,0.0294,0.0,0.1379,0.1667,0.2083,0.0135,0.0513,0.055,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,-567.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,1,6,2,4,1,1,14,5,38,3,0,4,0
22955,3,54000.0,301464.0,18441.0,238500.0,0.025164,-11973,-3453,-1667.0,-4442,10.0,1,1,0,1,0,0,5.0,2,2,14,0,0,0,0,0,0,0.3961090360189654,0.719502942275242,0.501075160239048,0.0722,0.0815,0.9846,0.7892,0.0357,0.0,0.1379,0.1667,0.2083,0.0895,0.0588,0.0438,0.0,0.0,0.0735,0.0845,0.9846,0.7975,0.036,0.0,0.1379,0.1667,0.2083,0.0916,0.0643,0.0456,0.0,0.0,0.0729,0.0815,0.9846,0.792,0.0359,0.0,0.1379,0.1667,0.2083,0.0911,0.0599,0.0446,0.0,0.0,0.054,1.0,1.0,1.0,1.0,-1943.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,1,1,2,4,1,1,11,2,25,1,0,4,0
22985,1,180000.0,225000.0,23053.5,225000.0,0.010006,-16832,-1731,-63.0,-372,6.0,1,1,1,1,0,0,2.0,2,1,15,0,0,0,0,0,0,0.423050198546905,0.6507995876182993,0.2580842039460289,0.0784,0.1018,0.9871,0.8232,0.0255,0.0,0.1379,0.1667,0.2083,0.0673,0.0639,0.0909,0.0,0.0,0.0798,0.1057,0.9871,0.8301,0.0258,0.0,0.1379,0.1667,0.2083,0.0688,0.0698,0.0947,0.0,0.0,0.0791,0.1018,0.9871,0.8256,0.0257,0.0,0.1379,0.1667,0.2083,0.0685,0.065,0.0925,0.0,0.0,0.0858,0.0,0.0,0.0,0.0,-1132.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,2,4,4,1,14,0,5,2,0,4,0
22997,1,675000.0,1971072.0,68643.0,1800000.0,0.009549,-12657,-1332,-4813.0,-4792,11.0,1,1,0,1,0,0,3.0,2,2,14,0,0,0,0,0,0,0.5794625077909791,0.5623858444550996,0.6769925032909132,0.0742,0.0511,0.9901,0.8640000000000001,0.017,0.08,0.069,0.3333,0.375,0.0473,0.0605,0.0737,0.0,0.0,0.0756,0.0531,0.9901,0.8693,0.0171,0.0806,0.069,0.3333,0.375,0.0484,0.0661,0.0768,0.0,0.0,0.0749,0.0511,0.9901,0.8658,0.0171,0.08,0.069,0.3333,0.375,0.0482,0.0616,0.075,0.0,0.0,0.0672,0.0,0.0,0.0,0.0,-995.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,1,1,1,10,1,6,3,0,4,0
23068,0,216000.0,224149.5,26730.0,193500.0,0.030755,-10679,-1847,-4895.0,-3361,7.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,0.3037214573533842,0.4608571671658036,0.5154953751603267,0.2876,0.1443,0.9811,0.7416,0.0302,0.16,0.1379,0.3333,0.375,0.1414,0.2278,0.1308,0.0309,0.0321,0.2931,0.1498,0.9811,0.7517,0.0305,0.1611,0.1379,0.3333,0.375,0.1446,0.2489,0.1363,0.0311,0.0339,0.2904,0.1443,0.9811,0.7451,0.0304,0.16,0.1379,0.3333,0.375,0.1438,0.2317,0.1332,0.0311,0.0327,0.1264,0.0,0.0,0.0,0.0,-508.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0,1,0,1,6,2,4,3,1,8,0,38,3,1,5,0
23114,1,225000.0,412560.0,17473.5,270000.0,0.001276,-12714,-2084,-6761.0,-5108,14.0,1,1,0,1,0,0,3.0,2,2,6,0,0,0,0,0,0,0.7144169379596953,0.3052707950596917,0.6528965519806539,0.0608,0.046,0.9841,0.8028,0.0108,0.0,0.069,0.1667,0.2083,0.036,0.0496,0.0391,0.0,0.0679,0.062,0.0442,0.9831,0.8105,0.0109,0.0,0.0345,0.1667,0.2083,0.0264,0.0542,0.0197,0.0,0.067,0.0614,0.046,0.9846,0.8054,0.0109,0.0,0.069,0.1667,0.2083,0.0366,0.0504,0.0287,0.0,0.0693,0.0345,0.0,0.0,0.0,0.0,-739.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,1,2,1,1,3,5,30,2,0,0,0
23158,0,171000.0,270000.0,32170.5,270000.0,0.028663,-9784,-1801,-6385.0,-2450,9.0,1,1,0,1,0,0,1.0,2,2,17,0,0,0,0,0,0,0.5948161055043318,0.4794524678604461,0.2851799046358216,0.0763,0.0523,0.9911,0.8776,0.02,0.08,0.069,0.3333,0.375,0.0617,0.0605,0.0832,0.0077,0.0006,0.0777,0.0543,0.9911,0.8824,0.0202,0.0806,0.069,0.3333,0.375,0.0632,0.0661,0.0867,0.0078,0.0006,0.077,0.0523,0.9911,0.8792,0.0201,0.08,0.069,0.3333,0.375,0.0628,0.0616,0.0847,0.0078,0.0006,0.0765,2.0,0.0,2.0,0.0,-1372.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,6,2,2,3,1,8,4,5,2,0,4,0
23186,0,211500.0,711000.0,38700.0,711000.0,0.0196889999999999,-20215,-3595,-11487.0,-3752,2.0,1,1,0,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.8446076750662243,0.6008106244098824,0.3589512285783967,0.0722,0.0814,0.9771,0.6872,0.0,0.0,0.1379,0.1667,0.2083,0.047,0.0588,0.0636,0.0,0.0,0.0735,0.0845,0.9772,0.6994,0.0,0.0,0.1379,0.1667,0.2083,0.0481,0.0643,0.0662,0.0,0.0,0.0729,0.0814,0.9771,0.6914,0.0,0.0,0.1379,0.1667,0.2083,0.0478,0.0599,0.0647,0.0,0.0,0.05,0.0,0.0,0.0,0.0,-73.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,2,4,1,1,6,5,16,2,0,5,0
